Id,TARGET
17578,low
73307,medium
43703,medium
61892,low
86602,low
68156,low
8317,medium
99465,low
54421,low
82407,low
105193,low
109999,high
29191,medium
13500,low
85389,low
61099,medium
48162,low
105567,medium
63652,low
40734,high
83484,low
1512,low
116912,low
15842,low
24475,medium
1799,medium
85395,low
4033,low
104663,low
9149,low
33384,low
48891,low
13853,low
11146,medium
13352,low
113198,medium
923,high
88584,low
37479,low
118487,low
4527,low
88725,high
92066,low
109468,low
122750,low
95529,low
8303,medium
34988,high
13958,low
66998,low
111499,low
63775,low
91474,low
89135,low
45621,low
17173,low
45764,low
53293,high
18372,medium
64455,low
17192,high
78763,low
72805,medium
96905,low
33142,high
8830,high
28418,low
79794,low
5715,low
81830,low
85540,low
105772,high
847,low
102794,high
121302,low
123013,low
61749,low
29000,low
105996,low
66826,low
44318,low
95340,low
31786,low
75550,low
19468,low
111746,low
54924,low
112723,high
60848,low
86984,low
12496,low
80251,low
59297,low
37568,low
102057,low
49314,low
105645,low
47582,low
62367,low
70861,low
74934,low
82966,low
64607,high
116662,medium
63565,low
86007,low
2075,medium
45846,high
53625,low
69154,low
10655,high
80293,low
64630,high
69849,low
113408,high
26352,low
37065,high
28055,low
25111,low
102539,high
123813,medium
74083,low
38624,low
79952,low
60684,medium
113699,high
30246,low
11636,low
56128,high
81794,high
111833,low
23514,low
83214,medium
65745,medium
96572,medium
89534,low
63443,low
38600,low
99589,low
103193,medium
97925,low
68487,low
33245,high
72004,medium
72751,low
114407,low
14268,high
54589,low
90666,low
15795,low
29040,high
121921,low
32415,medium
54688,low
87099,low
123788,high
56414,low
28591,high
11470,low
6460,low
36740,low
25465,high
105832,low
78464,high
6144,high
12759,low
71430,medium
5274,low
97941,low
92003,high
25482,low
84617,low
42677,low
48791,high
79500,low
110837,low
30842,high
91249,low
18650,low
120776,low
103654,low
104107,high
106846,low
76709,high
91154,low
56698,medium
58798,low
1170,medium
75348,low
77198,low
5100,high
78976,low
66637,low
480,low
116287,low
35448,low
100181,low
28682,low
81676,low
86130,low
85850,low
64100,low
54582,high
78321,low
46594,low
12125,low
89086,low
43144,low
36309,medium
85186,high
25987,medium
83934,low
66185,medium
88339,low
110081,high
66591,low
50659,medium
109040,low
101992,low
111117,high
87038,low
29843,low
95324,low
101188,low
34944,low
99860,low
54721,low
112449,low
74569,low
99522,high
102754,low
88979,low
112954,low
93324,low
47900,medium
27861,low
74093,low
41601,low
52900,high
64292,low
58727,medium
36192,low
22551,low
70074,low
33925,low
37271,low
93513,low
102293,low
22228,low
89930,low
122183,high
42096,low
4727,low
87274,low
22911,low
79769,low
74625,low
84651,low
83084,low
107385,low
26605,low
98189,medium
49089,low
29609,high
38082,low
96510,low
116442,low
14972,medium
109284,medium
1053,low
79304,low
64714,low
1710,low
88385,high
10077,low
103744,medium
115433,low
16540,low
56365,high
83884,low
65271,low
42436,medium
66613,low
75021,low
1357,low
52384,low
112378,high
10136,low
47730,low
20831,low
4607,high
24021,medium
1554,low
25040,low
8046,low
115387,low
45823,low
60570,low
91041,low
31609,low
101862,medium
37415,low
32568,low
13706,high
75949,low
95059,low
100096,high
76580,high
46464,low
80791,medium
20381,medium
48020,low
44984,low
96799,low
77293,low
146,low
63714,high
79812,low
55464,low
63947,low
104411,low
115347,high
119328,low
104386,low
33021,medium
81472,low
15843,high
11599,low
116395,medium
72126,medium
7764,low
92261,medium
62505,high
14628,low
89105,low
114069,low
40846,low
22602,low
15231,low
8811,high
64470,medium
10385,low
115715,low
60767,low
51367,low
69142,low
34644,high
50784,high
70034,low
57678,low
115992,high
73933,low
63398,low
67885,low
76666,low
30268,high
101714,medium
41683,low
82417,medium
32236,high
41905,low
107127,medium
40728,low
74515,low
112767,low
109492,low
46701,low
37618,low
31265,low
107214,low
98152,high
94448,low
81756,low
39171,low
85233,low
52544,medium
17629,low
111148,high
116322,low
104957,low
92757,low
71906,low
9031,low
67586,medium
35470,low
122010,medium
107508,high
41249,low
52294,low
38810,low
94903,low
3285,medium
67397,low
373,low
119995,low
10418,low
120802,low
37572,low
14312,low
121917,low
83951,medium
2019,low
97456,low
119775,low
105367,high
67448,medium
32241,low
50735,low
43929,low
112656,low
45006,low
46953,low
88655,high
57839,medium
10642,low
61139,low
13508,low
45521,low
54109,low
87069,low
91405,high
97780,low
96185,low
69015,low
83511,low
82092,medium
71957,high
14653,high
73237,high
105830,high
118441,high
14276,medium
105963,high
33146,low
86818,low
65301,medium
53261,low
2204,low
1862,low
69220,low
107756,low
96948,low
81583,medium
113120,low
61255,low
70112,medium
6073,low
69558,low
103208,medium
111481,low
72712,low
10725,low
9988,low
42299,low
109163,low
84135,low
58725,medium
92078,high
77036,low
62016,low
101617,high
26751,low
46278,low
122689,high
10727,high
55672,low
26248,low
26695,low
88494,low
108814,high
38172,low
23636,medium
24699,medium
2442,low
105680,low
72590,low
68218,high
118276,high
94423,low
73351,low
13070,low
65652,low
92410,low
28370,low
76199,low
13270,high
29246,low
42021,medium
47030,low
123119,low
62725,medium
83210,low
18629,low
54979,low
98987,low
119156,high
94893,low
89153,medium
71963,low
120730,high
86968,medium
100850,high
108172,high
98423,high
95288,low
70341,low
38209,low
33914,low
108624,low
78511,high
36753,medium
58181,low
33450,low
67732,medium
71959,low
110790,low
49068,low
101764,low
78968,high
9662,low
90951,low
81764,low
12347,high
44575,medium
13391,medium
46649,low
67998,low
118903,low
43844,low
55269,low
113431,low
6239,low
97044,high
41449,high
93403,low
113867,high
28715,high
11364,low
91986,high
88909,medium
81626,low
8740,medium
59172,low
36985,low
41389,low
110785,low
114238,high
27891,low
48465,low
4852,low
120480,low
88108,high
74758,high
59969,medium
14576,low
74143,low
73735,high
108124,low
106779,low
43754,low
95535,high
90878,high
15477,low
68013,high
12815,high
101005,low
48358,low
23895,low
31932,low
35239,low
26077,medium
119624,low
49070,low
98758,high
72526,low
53868,medium
21930,high
42187,low
60855,low
100727,low
24591,low
19041,low
116087,low
113217,low
41539,high
12762,low
73882,low
33796,low
6185,low
115103,low
90748,low
43439,low
37824,low
90492,low
42009,low
72872,low
80716,low
18832,low
28441,low
69170,low
5423,low
38826,low
67849,low
51725,medium
28106,high
115761,low
107979,low
98210,low
88246,low
86295,high
90638,low
29791,low
46773,low
18448,low
43451,medium
41783,low
38225,medium
37607,high
68597,low
985,low
116820,low
102306,low
64954,low
25917,low
91793,medium
38857,medium
47122,low
23513,low
15494,medium
13225,low
65352,low
32645,low
69392,low
6976,low
57050,low
118802,low
34029,low
9313,medium
88361,low
15599,medium
941,medium
115178,low
104331,medium
5633,high
109941,low
119531,low
91995,low
108064,low
8442,low
76357,medium
107847,low
107509,high
97899,low
113980,high
29656,low
105141,low
101780,low
46915,low
79109,low
6525,low
50502,low
121599,low
73003,low
57339,low
61246,low
123543,low
14769,low
101154,low
101467,low
52136,low
73103,low
120453,low
92085,low
64536,low
103507,medium
33878,high
27321,high
52542,low
123590,low
113067,low
62912,medium
121812,high
27705,high
1021,low
68602,low
69725,low
57825,high
24100,low
7894,medium
66717,medium
102338,medium
97350,low
59820,low
105803,low
83993,low
79438,high
66396,low
33098,medium
75446,low
120641,high
33435,low
123616,high
85998,low
21471,low
17202,high
119183,low
76637,low
116323,low
103929,low
108244,low
43587,low
19398,low
48156,low
119289,medium
61476,low
65547,low
49142,high
2890,low
41757,low
95599,high
93716,low
24568,low
83346,low
79220,low
109616,medium
85421,low
8801,low
3529,medium
79327,low
101196,low
89201,high
7945,high
48170,low
88629,low
61900,low
67211,low
100772,low
122437,high
117581,high
44557,low
61082,medium
92047,low
60277,low
17901,low
38449,low
55976,low
94378,low
59570,high
73866,low
88342,low
91807,low
32309,low
17579,high
116715,low
13863,low
38654,low
19334,low
50821,low
111755,low
65222,low
57920,medium
117107,low
64554,medium
61917,high
45273,low
57009,low
5455,low
56765,medium
11721,low
113691,low
51951,low
8204,low
37278,low
81599,low
80867,low
45575,low
64774,low
117187,low
93715,medium
98721,low
93622,low
111758,low
94697,low
104161,low
72987,low
78042,high
21183,high
117785,medium
36548,low
31321,low
109344,high
10084,medium
49211,low
98346,high
29374,low
105095,low
97857,low
111377,high
110540,medium
95887,low
114637,low
48042,medium
45738,low
82854,low
22236,low
99096,high
62507,low
1571,medium
25848,low
36379,low
96534,low
2815,medium
12134,high
76657,low
26904,low
107892,low
29612,low
72911,low
98924,low
71543,low
74828,low
22699,low
105082,high
42638,low
45135,low
40363,low
102033,low
6461,low
46209,low
98682,low
100253,low
106010,low
80348,high
90860,low
29657,high
88756,low
26683,low
9729,low
55153,low
108762,low
86817,low
60755,low
56431,low
25370,low
95281,low
27452,low
122199,low
112484,low
82038,low
106243,low
49331,low
86048,low
88195,low
102832,low
94986,low
78704,medium
27457,high
58063,low
3628,low
58444,low
58616,low
86175,medium
53379,medium
31907,medium
87474,low
121120,low
96874,low
105144,low
19910,low
81257,low
76469,high
119650,low
28662,high
96089,medium
36747,medium
93669,high
24899,low
648,low
67067,low
7192,low
107100,low
99665,high
105417,low
3512,low
87422,low
37795,low
109009,high
26589,low
5031,low
56423,low
93720,low
84128,medium
61657,low
123861,low
112049,high
9563,low
89849,low
21011,high
107256,low
88429,low
60406,low
56260,low
749,high
15399,low
106618,low
6309,low
121966,low
52655,low
20625,low
111287,low
121026,high
33301,high
115469,low
272,high
9255,low
47224,low
12699,high
84942,high
106838,low
123216,low
89851,medium
111945,low
87037,low
82681,low
42085,medium
55017,low
105699,low
53250,medium
15563,low
33082,high
15561,low
43125,high
20196,low
43363,low
37349,low
65672,medium
123081,low
8082,low
27030,low
61941,high
114964,high
6231,low
116326,medium
78218,high
46115,high
20356,low
43496,low
24009,low
24335,low
34224,low
103526,low
81605,high
123275,low
36501,low
122159,low
23822,low
21440,high
60068,low
186,low
100797,high
51577,medium
64486,low
18504,low
73120,low
43373,low
9736,low
101350,low
56115,low
40751,high
17959,low
22466,medium
91654,medium
88564,low
50905,low
86420,low
29501,medium
93553,low
92596,low
66822,low
49647,low
62972,low
79687,low
56161,low
76624,low
47322,low
40001,low
18328,low
7800,low
19116,low
29971,low
32712,medium
14800,low
79539,low
112171,medium
108232,low
79147,low
116001,low
16855,low
80600,high
119313,high
7689,low
47819,low
52337,low
46179,low
116054,medium
92553,low
93788,low
49982,low
116139,low
44824,low
88544,low
5334,low
57334,low
47676,low
81705,low
93501,medium
58460,low
109021,low
41109,low
111906,high
1305,low
116619,low
9912,low
98645,low
20571,low
76838,medium
49683,medium
56869,high
4583,high
51133,low
58669,low
80785,high
17886,low
19615,medium
112726,medium
122207,high
58452,low
65164,low
73639,low
12833,low
33620,low
2768,medium
76166,low
84587,low
79587,low
79985,low
81648,high
59070,low
43037,high
46836,high
60591,high
18921,high
97523,low
66166,low
38118,low
62382,low
26934,low
75803,low
97073,medium
39466,low
60523,low
80689,low
62420,medium
8823,low
77802,low
89417,medium
30470,low
50624,low
77868,low
90972,high
65376,low
63644,low
27812,low
2201,low
35941,low
119761,low
14185,low
5969,high
121611,high
75661,low
12032,low
48523,low
88865,low
111875,low
113395,low
92612,low
76161,high
121854,low
94023,low
15481,low
8200,low
78603,high
1746,low
51936,medium
119003,medium
573,medium
16929,medium
62742,low
97959,high
17481,low
47014,medium
96246,low
70757,low
92620,low
117186,low
92631,low
28814,low
117873,low
44093,low
64682,low
107542,low
111020,low
103078,medium
964,medium
94076,low
12931,low
118298,low
120837,low
96659,low
62831,low
29459,low
72224,low
68987,high
33916,low
103242,low
89271,low
57183,low
102390,low
52097,low
115657,medium
107193,low
20897,low
8347,medium
8327,high
103692,high
63235,low
28124,low
108652,low
79766,low
103248,low
65329,medium
119370,low
66388,low
63460,high
115939,low
94839,low
33760,low
114518,medium
80618,low
119931,medium
49859,high
121142,high
31732,low
62245,low
21806,high
59445,low
91861,medium
91919,low
13963,low
122294,low
45386,low
42786,low
14956,low
121459,low
45907,high
44465,low
16548,low
123487,low
123825,low
31422,medium
107293,low
7119,medium
37704,low
78850,low
59729,low
18219,low
98425,medium
11370,medium
99921,medium
5078,high
10867,low
118433,low
36694,low
4380,low
74470,low
116057,low
14718,low
41357,low
65012,medium
39829,low
66804,high
74497,low
114021,high
99496,medium
13914,medium
77753,low
59108,low
73118,medium
116264,low
8795,low
123781,low
21585,low
81597,high
101408,low
92814,high
114499,medium
100371,low
72471,low
48890,low
73645,high
60047,low
31783,low
93989,low
49310,low
3353,low
88383,medium
47566,high
104036,low
43599,low
110733,low
114352,low
95993,low
101310,medium
33784,low
37395,low
97306,high
17351,low
93437,low
91076,low
43149,high
5542,low
58470,low
116691,high
57022,high
101420,low
22638,high
46109,low
75307,medium
26700,medium
67524,low
113671,low
66908,low
120106,low
7944,medium
106226,low
109363,high
38422,low
15169,low
46438,low
83394,medium
119312,low
119563,medium
4517,low
42224,low
120696,medium
48882,low
21154,low
7917,low
64984,low
866,low
81349,low
61675,low
89948,low
117238,low
75026,low
117919,low
37005,medium
122126,low
72342,medium
29719,low
54344,low
58708,low
92935,low
55114,low
51891,low
113170,low
115804,low
70359,low
15284,low
31108,low
21356,low
106255,low
111381,low
5006,high
10226,low
78601,low
1478,high
27354,low
12402,low
27329,low
1148,medium
36184,low
112905,low
58338,medium
18313,low
4272,low
102755,low
28669,low
47223,low
71528,high
101868,low
50005,low
50179,low
72708,medium
97961,low
121362,low
36911,medium
38731,low
107267,high
98306,low
75279,low
22281,high
72825,low
34742,low
88587,low
45561,high
50932,low
110637,low
50343,medium
37207,low
26478,low
45162,low
58414,medium
67277,high
46334,low
106667,low
123354,low
48348,high
21336,low
5014,low
20672,low
10494,low
115785,high
122416,low
21665,low
92873,low
11736,medium
60526,low
59593,low
49256,low
86188,low
101051,low
2587,low
67535,medium
72347,low
81298,low
9024,low
77578,low
106018,high
73904,high
34178,high
107327,low
68621,low
66116,low
36141,low
121018,medium
77764,low
89878,low
24670,low
115374,low
32186,low
90327,low
118580,low
1135,low
57675,medium
116325,low
103390,low
77391,low
953,low
99740,low
50009,low
102792,low
80467,low
757,medium
115507,high
56271,high
51124,low
18346,low
93142,low
65189,medium
52341,low
29176,low
84843,medium
16598,low
20156,high
36131,low
89591,low
60754,low
49345,low
40285,high
113438,low
14706,low
111348,low
22420,high
52339,low
3472,low
113230,low
101744,low
79286,low
1690,high
39635,low
85172,medium
21891,low
20577,low
65247,low
5653,low
8745,low
84181,high
38777,low
59614,medium
36646,high
69213,low
31552,low
65377,low
38530,low
39618,low
42486,low
40266,low
110404,low
78666,low
49969,medium
90976,high
118635,medium
20491,low
41053,medium
515,low
115049,low
89533,low
621,low
99480,low
52537,high
9238,low
40122,high
91854,low
2248,low
78769,medium
84427,low
92167,low
104518,low
60814,low
97102,low
45295,low
90167,low
47324,low
28738,low
56931,low
109217,low
47144,medium
86268,high
89949,low
46433,low
105349,low
66239,low
10224,low
58501,low
25528,high
109458,high
52514,low
5561,medium
70654,medium
34357,low
43598,low
54405,medium
85808,low
6563,low
87122,high
44298,low
39327,low
111231,low
122221,low
96302,high
123172,low
74255,low
104581,low
73485,low
87896,low
35705,low
56636,low
38890,medium
50781,low
55398,low
14622,low
60978,low
118873,low
12544,low
115776,low
123633,low
1715,medium
90547,low
88853,low
45099,low
2460,high
54086,low
106682,low
50820,low
73614,low
6391,medium
107672,medium
107805,medium
72038,low
41308,high
17432,low
100910,medium
38217,high
45549,low
13908,medium
68631,low
102912,low
111627,low
78355,low
102649,low
58400,low
103995,low
2242,low
115909,high
93253,low
86335,low
88015,low
50114,low
80570,low
19439,high
74090,low
81902,low
27911,low
97119,low
25630,low
5813,low
108933,low
17663,high
13602,low
5231,low
27394,low
41727,low
53783,high
35057,low
36088,low
42110,high
114256,low
3089,low
2469,low
18038,low
106070,low
42987,low
28858,high
53490,medium
107846,medium
47193,low
121159,medium
99525,low
103928,high
84568,high
57280,high
39886,low
83841,low
39454,low
11202,low
36160,medium
97026,low
102614,low
48068,low
114112,low
34369,low
21507,low
13838,medium
114602,medium
9606,low
14493,low
100808,low
8666,low
110554,medium
107124,low
71936,medium
50590,low
43839,low
39680,low
74301,low
71250,low
64723,high
114918,low
25481,medium
121772,low
83167,low
103093,medium
48060,low
68168,low
90566,medium
55809,low
114152,high
10822,low
2897,low
45743,high
674,low
122742,low
109695,low
1402,low
14805,low
93673,low
54829,low
83910,low
75084,low
66483,low
115247,high
102461,low
66710,medium
99843,medium
113423,low
43048,low
120038,low
110192,low
51817,medium
114214,low
122608,high
84649,high
78360,low
43394,medium
23020,high
79502,low
110254,low
42598,low
112197,low
106751,medium
38173,low
120261,low
34113,low
58062,low
100564,low
29276,medium
35186,low
762,low
100971,low
79384,low
42312,high
4041,low
68790,low
16549,low
50994,low
86710,low
111860,medium
104231,high
24411,low
84016,high
59553,low
62710,low
80271,low
106089,low
81867,low
40557,low
60491,low
9273,low
75719,low
65839,low
116262,high
93823,high
117668,low
46175,low
77063,low
72129,medium
118899,low
97428,high
71476,medium
109833,low
71608,low
100132,low
72853,low
49185,low
91871,low
37793,low
75365,low
31221,low
36044,low
29329,low
32815,high
21434,low
77955,high
30975,low
74847,high
53496,low
20036,low
96950,low
92056,low
81201,medium
35442,low
113127,low
105683,high
4117,low
99902,low
56728,medium
66614,medium
79942,low
64847,medium
99136,low
122488,high
36516,low
116586,low
107561,low
41908,low
25425,low
31933,high
2490,low
63377,low
21955,low
36730,high
93724,low
109548,high
84665,high
38184,low
65801,medium
91814,low
13265,low
114429,medium
107411,low
9394,medium
36975,low
76935,low
9075,high
7289,low
18673,medium
106176,low
60060,low
56236,low
2837,low
107379,high
33013,low
93556,low
117614,high
45318,low
43119,low
114091,low
109555,low
118517,low
116052,low
53604,medium
34928,high
14176,high
124002,high
39599,low
105135,low
50535,low
37373,low
36754,low
45358,low
104842,high
110085,low
84470,low
6634,low
34096,low
57796,low
97427,low
53173,low
57787,low
89532,low
10298,low
8611,low
105083,medium
64281,medium
37262,medium
94949,high
33748,high
7143,medium
9646,low
73231,low
23305,low
68400,low
59198,medium
72573,low
48030,low
35221,low
57595,medium
98904,low
81392,medium
64085,low
55426,low
58977,high
53273,low
86280,low
119025,low
15291,medium
27038,low
48399,low
26402,low
70217,high
99106,low
91626,low
21202,low
33117,low
52922,low
41226,low
26654,low
89133,low
104124,low
84745,medium
32022,medium
101268,medium
88072,low
22019,low
60149,low
105302,low
8043,medium
105981,low
84931,low
115722,low
58949,high
13326,low
33296,low
123852,low
22791,low
62148,low
83456,low
23990,low
101396,high
119027,low
101709,low
59497,high
29721,low
18852,medium
112671,low
49323,low
116786,low
1498,low
13654,low
112382,low
26106,low
96617,low
58994,low
86504,low
25022,low
18585,low
109463,low
93259,low
91840,medium
17535,high
37553,low
121809,medium
98981,low
103433,low
82436,low
5042,low
114938,medium
100472,medium
9440,medium
40902,low
9177,high
67295,low
30571,low
111639,low
78509,low
32898,high
19018,low
120134,low
84778,low
40463,low
105087,low
51783,low
62607,medium
74400,low
58767,low
122717,high
94999,low
101510,low
102177,low
5237,low
36174,high
46346,low
11525,low
12572,low
92136,low
41505,low
88384,high
52967,low
11471,low
81200,high
49329,low
59800,low
10521,low
117395,low
12131,low
44213,low
59585,medium
54413,low
64854,low
81550,medium
42977,medium
40918,low
122248,medium
43211,low
32688,medium
52416,low
7946,low
60634,low
72520,high
43791,low
3127,high
91465,low
42147,medium
33055,medium
105531,low
54938,medium
76714,high
17194,high
44595,low
98403,low
123636,high
99497,low
27111,low
57634,low
91295,high
75558,low
35386,medium
54927,low
107812,medium
44356,low
3916,low
101228,low
11250,high
99803,low
9895,low
121609,low
7992,high
22135,high
8826,high
17618,low
45609,low
71645,low
39874,medium
63202,high
4687,low
46806,medium
53342,low
15793,low
7346,high
96873,low
46900,low
28919,low
93040,high
31580,high
14360,medium
33890,low
95186,low
75344,medium
72827,medium
39027,low
85477,low
72164,low
35481,medium
55588,low
57093,high
24990,low
123892,low
7059,low
49066,high
93400,low
61474,high
56796,low
88092,low
7584,low
75490,high
10375,high
47129,medium
19224,low
49619,low
87589,low
41214,low
65779,medium
87115,low
77282,low
112173,high
109645,low
118171,low
61209,low
34974,medium
81418,medium
111228,high
7361,low
99292,low
79394,low
67983,medium
64411,high
24252,high
122151,low
25041,low
21924,high
43737,low
73657,low
41065,low
87163,low
50173,low
57440,high
76483,low
54466,low
94970,high
57090,medium
9579,low
32943,high
72624,medium
87774,low
61289,low
62899,medium
81224,low
48531,low
95697,low
88818,medium
65593,low
86222,low
70508,low
73949,low
55591,low
88842,low
8399,low
118300,low
70983,medium
111081,high
119743,low
58197,low
28138,low
92544,low
91743,low
61546,medium
52619,low
45966,low
31247,medium
1263,low
76369,low
121801,low
22686,low
114539,low
61034,low
62443,low
52660,low
38659,low
67150,low
80095,low
85039,high
64137,low
5049,low
52725,high
32884,medium
90970,high
25830,low
103856,medium
18599,low
115673,low
71500,low
7005,high
104992,high
120093,low
47632,low
91447,low
119348,low
60333,high
58124,high
27285,low
118623,low
13024,low
57139,medium
97152,low
85580,medium
69745,high
32307,low
54368,medium
35462,low
31510,low
122301,low
92352,low
76550,low
568,medium
8880,low
96579,low
63281,low
15690,low
118704,low
79702,medium
43686,low
1854,low
24977,low
94196,low
90984,low
17392,low
109752,high
113539,low
55883,low
76175,medium
41674,medium
83551,high
53605,medium
7296,low
18775,low
66078,low
68104,medium
49430,high
93821,medium
115137,high
9416,low
25326,low
50286,high
50809,low
97919,low
68060,medium
109034,low
32,low
50902,low
9154,medium
82413,low
8847,low
37581,low
66548,medium
32870,low
121646,medium
87065,low
39932,high
6638,low
108513,high
38375,low
37885,medium
84344,medium
20682,high
73569,low
17340,medium
34098,high
26219,high
35107,low
6871,low
67490,low
89052,low
119052,low
43749,low
73336,low
102707,high
54513,low
98866,low
112357,low
34921,high
72339,low
79231,high
24622,low
83946,low
86807,high
77945,low
50140,low
18661,medium
81815,medium
100723,low
13600,low
93474,high
71270,high
30374,low
28786,high
57572,high
53061,medium
55025,low
3828,high
86885,low
106208,low
113151,medium
90235,low
115958,low
51790,low
51212,high
8107,low
18602,high
26178,low
12707,low
17313,high
55331,high
64642,low
5551,low
46016,high
119800,low
81593,low
40239,low
41080,low
73580,low
46092,low
47820,low
36494,low
7469,low
108088,medium
87510,high
70880,medium
21797,low
50458,high
115759,low
30213,low
3655,low
68184,low
74810,low
41935,medium
31148,low
2536,low
60269,low
89379,low
92019,high
41220,low
116918,low
72928,low
22492,medium
123992,low
7325,medium
58748,low
56830,high
74016,high
47741,medium
52831,medium
34420,low
45552,low
10251,medium
57684,low
16029,low
36380,low
37258,low
10367,low
41106,high
78787,low
102418,low
73958,medium
48654,medium
21960,medium
123986,low
7712,high
72985,low
62203,low
111084,low
110693,low
8120,low
92140,low
62476,low
119366,low
39366,low
70788,low
81467,low
4988,low
90454,low
61018,low
110340,high
82869,medium
46133,low
81391,low
15943,medium
113442,medium
72086,low
47571,low
65993,low
38077,medium
69375,low
24916,low
34708,high
14729,low
81542,medium
65110,low
112902,low
87133,medium
70562,low
87955,medium
75125,low
96599,high
69642,low
55087,low
63727,low
16665,high
65385,low
56197,low
16210,high
69362,low
106464,low
11770,high
67003,low
106996,low
102370,low
79729,medium
64006,low
76569,high
89004,low
75271,low
32596,high
44570,low
121647,low
33232,low
28319,low
112590,medium
112711,low
38529,medium
114159,medium
8668,low
111658,low
43228,high
7144,medium
113224,low
4042,low
60902,low
15547,medium
118994,low
115438,low
15309,low
41033,low
81324,high
32316,medium
106215,low
20417,low
80023,medium
28013,high
64118,low
30014,low
66832,low
19540,low
93032,low
70240,low
89775,low
62747,low
20712,low
113506,high
35850,low
101472,low
43942,low
82480,low
87026,high
86025,low
115644,high
95298,high
35349,low
32659,low
26504,low
34179,low
110307,low
103293,low
26709,low
90614,low
86204,low
81117,high
41456,medium
102087,low
97828,low
4650,medium
21537,high
85777,low
23906,low
108725,low
97805,high
89073,high
104889,low
59887,low
112996,low
43867,low
13262,low
118813,low
76327,low
93066,low
95012,low
2156,low
77339,low
90927,low
25906,low
85053,low
112385,low
47925,low
80050,high
98641,high
98644,low
69243,medium
99270,low
85560,high
46845,medium
35255,low
116484,low
96303,low
25777,low
50284,high
64152,low
18705,low
34325,low
17523,high
112608,low
54286,low
7834,medium
82313,low
77155,medium
113832,low
17302,low
47841,low
30138,high
123092,high
114757,high
39945,low
55477,low
109486,high
917,low
122703,high
79441,low
72338,low
120138,low
44338,low
8917,low
3260,low
48279,low
36593,low
103784,low
6295,low
118663,low
110373,medium
115394,high
23757,medium
67369,low
24766,low
26716,low
81674,low
116703,high
94033,low
21461,high
111801,high
95771,high
3056,low
8402,medium
74423,low
54570,low
10070,medium
6364,low
47969,high
76968,high
9683,high
16667,medium
66534,low
23402,low
109677,high
25736,medium
31323,medium
62933,high
37771,low
39003,high
46282,low
109477,low
104399,low
69548,low
48439,low
88447,high
106278,low
65050,low
87323,low
63447,low
94515,medium
12232,medium
4096,medium
81943,low
117176,high
7665,low
95799,medium
34204,low
87437,low
51931,low
4401,high
37283,low
27675,low
117316,low
3983,low
35011,low
93037,low
45706,low
43504,medium
97023,high
61342,medium
95411,low
90961,low
72689,low
45614,low
106771,low
36076,high
29733,high
51991,high
1111,low
88617,low
94124,low
2073,high
123426,medium
55513,medium
53646,medium
121181,low
57797,low
75675,low
34072,low
20767,low
66724,low
16285,low
47537,low
102717,low
41241,medium
121690,low
40429,low
92097,low
120346,medium
70346,high
70191,medium
65846,low
80464,high
77838,high
17946,low
10403,low
62341,high
103438,low
7999,medium
52176,high
104323,medium
114802,medium
101270,low
103472,low
96191,high
928,low
116885,low
88901,low
47662,high
123712,low
4180,low
38322,low
29513,high
68235,low
48268,low
26391,medium
29322,medium
7645,low
23594,low
70230,low
7232,low
52698,low
18786,low
103195,low
37796,low
49907,medium
77535,low
60716,low
90375,medium
46866,low
81219,low
123532,high
30737,high
100920,low
110257,low
22892,low
121569,low
118504,high
54661,low
90831,medium
63109,low
65461,low
100860,low
113777,low
38848,low
66743,low
87646,low
52975,low
40999,low
48641,high
62151,low
37877,medium
100185,low
83153,low
94640,low
96745,low
8187,low
56924,high
108489,low
54181,medium
107936,medium
104579,low
114483,low
56262,low
116555,low
34554,high
94725,low
25840,medium
8440,high
30064,low
27026,low
103909,high
577,low
59259,low
96026,low
103126,low
3815,low
75667,low
77933,low
109770,medium
39914,medium
37067,low
19671,low
40407,low
64467,low
37292,low
119199,low
6435,high
54004,low
40680,medium
34307,low
36020,low
60330,low
105760,high
49223,medium
16307,low
107107,low
29036,high
67137,low
43225,low
73751,medium
105221,high
12039,low
79029,low
3458,low
115653,medium
83792,low
36904,medium
121454,low
39622,low
36664,medium
122819,low
67447,low
117621,medium
54365,low
9332,low
72942,low
118990,low
46247,medium
87522,low
113183,high
42260,low
28687,low
111121,low
90269,low
85749,low
101534,low
92948,medium
40391,low
84633,low
86540,low
92170,high
84327,high
107359,high
66028,low
80401,low
86967,medium
81468,medium
101021,low
82004,low
29097,high
68502,low
100013,low
55505,medium
13730,high
10273,low
29758,low
25531,low
121920,low
72766,medium
104578,low
42444,low
52999,low
94929,low
96359,low
71344,low
30160,low
58007,high
88681,low
24754,low
118891,low
70179,high
35353,medium
59253,low
83160,high
59306,low
95054,high
109075,high
109535,low
61828,low
109452,high
89464,low
97748,low
77649,low
70711,low
70825,low
49313,high
35700,low
119917,low
109650,high
120275,low
18487,low
121924,low
95322,high
63002,low
59225,low
96295,low
82802,low
60816,high
91500,high
29705,low
68533,medium
57219,low
64138,low
41820,low
55909,low
11891,low
57482,low
95017,low
76248,low
33123,low
44521,low
32187,low
5614,low
22501,low
67072,low
107430,low
114981,low
21627,medium
92693,low
70038,medium
88713,low
92780,low
12070,medium
56643,low
115729,medium
100509,medium
22139,low
78097,medium
58689,medium
1727,high
96689,medium
725,low
85941,high
53716,low
63728,low
104278,low
51594,low
37339,high
