Hotel_name,Review_Title,Review_Text,Rating
atchaya,good hotel averag servic,good atmospher near sort transport go citi hotel look quit old one need modernis front offic servic ok food good local look dirti side hotel premis ie public place delay room servic,68.15683081120774
savera,awesom stay,premis good howev problem cleanli swim pool water otherwis overal experi good hotel must look food menu rate better book makemytrip app get best price travel app,83.87880333578339
new woodland,convers much,food provid vegetarian nonvegetarian dish amen work condit room room neat clean check checkout good receptionist good cooper transport facil provid hotel,71.80524032174199
centr point,good place stay,neat clean place stay servic provid awesom tate locat insid citi side easi get everywher,76.69490341256211
lemon tree chennai,clean hotel lemon tree std,room need make over kettl old good condit not upto lemon tree standard,67.70550514867361
accord metropolitan,clean hotel,overal pleasant stay veg restaur best experi decent price,86.31843940709169
ngh transit,comfort stay chennai,stay short night hotel closer chennai airport hotel facil pick drop staff friend howev dine facil food arrang hotel tie restaur good overnight stay,79.98561137700004
peac inn,hotel good food good,stay day say impress local good room pretti neat admit hotel provid wifi facil custom connect time recept custom realli great even gave us rebat inr pretti close airport good choic anyon,71.08911480538077
sakithyan,excel person servic,hotel good locat staff pleasant room clean interior overal nice stay half dozen time time go back feel good strong recommend busi famili travel breakfastw happi qualiti choic foodnot much varieti tast good swim pool excel,83.2604015031757
park chennai,perfect locat help staff,hotel perfect locat near us consul hotel beauti well maintain fill most peopl came visa interview staff also help cooper,85.62646020788858
grand chennai grt hotel,good locat singl travel,grt grand good locat excel buffet lucki would come across south actor actress frequent parti go would love stay central locat within citi,80.80056143309277
raintre st mari road,excel top servic,first stay india land chennai start week trek across southern india splurg glad made help us adjust bar good neighborhood walk around explor staff great high recommend,100.02009691734061
e hotel,good place stay,hotel good room clean locat good place heart citi easili access shop mall good ambienc staff good good hospit breakfast good,86.35229651631064
accord metropolitan,clean hotel,overal pleasant stay veg restaur best experi decent price,86.31843940709169
lemon tree chennai,overnight stay airport connect,good hotel room far airport min help staff restaur mayb overpr bad bed comfort clean free wifi wasnt realli good overal quit satisfi,96.75860530490282
vgp golden beach resort,happi stay hotel,happi stay nice ambianc morn breakfast ok room worth money littl bit hot day cant enjoy climat room good jacuzzi swim nice place right,72.18073173028156
dream innomr,overal must go place,well taken care mr sam crew right shollinganur minut main highway secur good alway somebodi entranc hour day safe place good neighbourhood larg spacious room work wifi,72.71728183487592
pleasant day,good experi,fine visit stay provid good atmospher realli give pleasant peac full stay,82.67869460928118
novotel chennai sipcot,great experi,great stay hotel new clean great amen food ok excel staff everyon realli nice accommod kannan help luggag worth mention great pleasant person onli negat note book one night expedia decid extend extra night price got offer hotel rupe one show expedia,87.89896670547388
avnb tower,ok night,hotel room shabbi pick airport slept clean sheet ac fan work serious need renov,54.269220158947775
resid tower,great locat good servic,hrs checkin best part hotel servic great staff help friend food good excel locat alway enjoy stay howev gym improv space need equip requir major upgrad,85.76328361611272
radisson chennai citi centr india,good experi,stay one night hotel central locat near anna salai road room good modern ament buffet spread good staff help ever smile swim pool small lobbi need made comfort good seat area,98.12144487491847
park hyatt,splendid food qualiti upto mark servic,bright sunday famili decid checkin park hyatt guindi expect experi cherish gave absolut delight star hotel food qualiti splendid servic also upto mark five star hotel sum made crisp experi sunday morn,69.92001234930758
omr guest hous,one day stay omr,room cleanlierther ac morn room full mosquito,43.10489202114321
fabhotel blossom nagar,best servic apart chennai,blossom servic apart fulli furnish apart chennai serv excel amen great custom care servic apart boon econom viabl altern hotel room space conveni factor great privaci level especi famili member children,32.50908871262899
lemon tree chennai,,servic could improv lot time taken room servic,71.09253075420267
hyatt regenc chennai,wont get back hotel,hotel start hotel anymor the neighborhood construct cant get walk the hotel ballroom parti everi night hear room th floor breakfast most indian dont like indian food your troubl the free wifi lousi,60.27923660249165
hotel kensington,review,everyth good pleas chang bar entranc place front lodg entranc apart everyth good,66.2935582944363
hotel kensington,overal averag experi,daughter studi sathyabama univers chennai near kensington hotel second time stay hotel hotel good good room servic intercom tv remot also work ask give remot provid bath soap shampoo also pleas rectifi small thing overal hotel good,60.681858591174525
park chennai,rate overpr hotel,sure someon want spend kind money disappoint,40.64928677195038
park hyatt,convers much,visit hotel famili food qualiti good servic hotel nice check checkout time complimentari food provid hotel restaur avail hotel varieti food provid hotel dont suggest hotel would recommend hotel travel,86.18029097365783
ibi chennai sipcot,great experi pleasant stay,good servic good breakfast overal pleasant stay hotel staff friend restaur food good room clean tidi locat next sipcot conveni worth money,87.82853045275232
zama lodg,tv avail room,room servic good hotel room rent reason amen good room hotel locat good activ arrang hotel food qualiti worst hotel would recommend hotel travel wifi facil avail room tv avail room,61.4445923230132
sathyam grand resort,great deal,greatttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,70.7523771222542
park hyatt,great hotel great locat bravo ventana,stay xmas new year night wonder hotelth locat absolut brilliant yard town squar lucki get free room grade one superb loft convers two level room four poster bed nice staff help breakfast good,68.90674776758313
shyle niwa kodambakkam,good room food bad,room spacious clean well maintain aircondit perfect furnitur bed good hall huge good place hang breakfast pathet everyth breakfast cold dosa even colder vada tast bad room servic complet bad like realli need breakfast price locat car park everyth quit okay,65.39611622747627
gokulam park,good locat nice room,hotel gokulam park chennai good locat nice room good courteous staff servic front desk help full everyth hotel fantast except bathroom tea kettl found small type cockroach rais health concern,71.31575890611663
radisson chennai citi centr india,nice hospit cleanli,nice hospit cleanli valu money stay famili also suggest,66.48949870756759
savera,nice close consul beach,good experi hotel good facil near us consul beach,80.00013254791408
accord metropolitan,realli good hotel,good experi good hotel stay recommend friend stay accord locat good servic also good rate star hotel continu servic topper,98.40334634299215
resid chennai,good stay us consul visit,great breakfast good room servic,99.91140550732538
new woodland,good hotel stay good qualiti food,great recept nice connect various import place nice walk area swim pool two restaur good south indian delici food secur visit famili econom stay place singl night quit satisfi,60.91321141171151
raintre,nice hotel anna salai,excel experi clean room friend courteous staff good restaur hotel nice food,99.5118507679262
radisson blu grt chennai,conveni,work near airport best warm servic good food make comfort live music amaz bodhi spa name sink relax mode courteous staff,85.5246265809841
oyo room anna arch arumbakkam,simpl clean valu money,happi stay simpl clean hotel would recommend friend price,85.002015617562
park avenu,food yes stay ok free wifi oh yes,stay good although expect item avail without ask say bathroom essenti newspap didnt come rd day stay one day remov room may thought left ugghh miscommun who put tv remot bed clean best thing free wifi n restaur nice food,54.95896932822315
e hotel,,got veg breakfast,65.12339329909061
pride,satisfi servic,hotel locat heart citi hotel staff good cooper fulli enjoy place food also good add toiletri kit much better price reason cleanli everywher refer friend circl,78.22482718259266
park plaza chennai,good economi busi hotel,hotel mani time busi trip chennai central locat econom pocket good servic standard would high recommend hotel busi travel complet satisfi hotel sure book next trip,83.04251213860053
resid tower,near shop district,outsid look feel good reason good restaur,69.56269701032895
atchaya,atchaya hotel,atchaya hotel one beauti hotel chennai tamil nadu front offic veri beauti room larg neat cost high type varieti food avail last month stay hotel feel veri happi,71.79078643046104
e hotel,world class hotel near shop,amaz friend servic conveni locat would recommend high,99.14143741476393
resid tower,,nice hotel good locat howev sad part hour check check polici applic book made hotelscom said valid book direct hotel,69.50006449577408
ambassador pallava,staff polit help,breakfast buffet averag hotel room old look glamour look year ago stay last rate got room mmt locat hotel worth money,72.70232012068809
radha regent,famili satisfi stay food good,satisfi hotel cleanli staff support breakfast,81.31177982285566
mar,good,good,61.839116553615106
green meadow,excel room poor room servic,price paid room excel room servic poor call coupl time even reach phone beach like mtrs away nice spend even facil wellmaintain overal good room price worth stay,64.97761694021244
brownstar boutiqu hotel,budget hotel,good place stay within budget food good especi dosa must room good well equip staff well behav cordial readi help food varieti much bit disappoint otherwis good place stay within budget,76.9697173114452
hyatt regenc chennai,profession hotel mod con close work,realli enjoy japanes chines restaur menu food excel room clean quiet use shuttl servic everyday easi stay next time chennai work,84.51486699869288
buhari royal,boutiqu,short stay would rate experi averag dish tv signal strong went free wifi ok food restaur good,64.516598471269
gokulam park,rate hotel gukulam park chennai,kind good budget hotel peopl doesnt want afford star consid price servic cleanli satisfactori qualiti food serv food menu price good room servic well enough satisfi custom,74.5515935885512
tri sea resid,pleasant stay,nice place centr locat good hospit annoy thing exact opposit room hotel employe restroom whenev open doorsomeon better arrang room somewher otherwis good hotel stay chennai,75.51796576886676
new woodland,overal nice stay,hotel like much chennai swim pool chargeabl suggest hotel especi famili peopl hotel much space park morn breakfast nice enjoy,85.79586319329961
dee cee manor,overal mark,stay two day busi trip offic nearbi tnagar frequent travel often move place stay cant forget entir life room full bug complet itch hot water staff support also wifi morn breakfast averag henc request opt hotel,66.97363008085841
qualiti inn sabari,worth money friend staff,hotel worth money courteous staff econom reason good complimentari breakfast locat heart chennai name nagar bang opposit kamarajar former chief minist tamil nadu memori hous,74.42343352126592
savera,room wellmaintain,room wellmaintain corridor maintain poor stay one night heard colleagu one best hotel year histori tri stay famili friend also conveni busi meet,70.92720107391847
akshay inn,worthless stay hotel dont like,worthless live room small ok good servic better order egg noodl good eat half cook,56.27518882010996
somerset greenway,awesom hotel reason price,overal good experi room spacious kept clean tidi room servic good good dine experi swim pool lot locat close mall templ beach etc make travel easi must visit,78.55231414335505
ambica empir,good locat averag food,good locat averag food hotel improv qualiti food amount charg food perspect valu money hotel apart food good hotel stay,74.12119836225772
treebo saravana boutiqu inn,worth money,crowd area plenti shop nearbi traffic heavi wifi password keep chang everyday friend help staff room averag worth price though,56.76070921225969
clarion hotel presid,doubl charg,book room two twin tri daili get twin bed told would call repeat one call the room never vacuum ran towel when check charg tax even though paid room expedia reimburs doubl room tax paid stay difficult,42.449477407630994
aloft chennai omr expressway,good,realli good the qualiti food taken care,72.97569868823598
mahalaya resid,good hotel valu money,nice locat transit passeng effici pickup drop servic airport expect much room excel valu money complimentari breakfast washroom could improv stay twice stay futur,80.65360278885086
radisson blu grt chennai,welcom staff airport pickup conveni,staff helpful welcom airport pickup chauffeur servic great conveni,99.76624122321664
savera,right choic busi stay,hotel locat good near german consul shop mall breakfast superb mani option room comfort pool alway occupi food qualiti good great stay,86.85720469198934
lake view park,pathet hotel,chang room th room averag one room differ problem servic worst rude behaviour manag window ac suit room split cheap one,43.71115380456354
raj park chennai,,usb one worst experi raj park,40.536003904977704
somerset greenway,worth penni,one place that definit home away home even better home love peopl help even tiniest tini thing staff wonder vinod prashanth ashok,64.76520798985592
itc grand chola,fine experi,great hotel sometim felt big,79.9811613972413
lemon tree chennai,clean hotel lemon tree std,room need make over kettl old good condit not upto lemon tree standard,67.70550514867361
glm meridian,unhappi stay,room servic pathet complimentari breakfast less option wifi work proper,54.62880352262721
raj resid,bad experi,worst hotel stay bed dirti toilet worst state plus point hotel was near egmor station lock broken one oldest build requir renov dont think hotel manag care wast money stay kind hotel,40.561816890860946
chennai palac,nice one limit budget,nice hotel good local,73.61781862843327
radisson blu grt chennai,conveni airport better hotel local,hotel averag good servic room look bit worn old fashion mani place relax coffe shop comfort food ok special level hotel,80.13980424762474
pearl intern,worst hotel,worst hotel evernev ever book hotel cost matter killer deal get wors railway station public toilet stay station bench instead dirti towel dirti washbasin dirti bedspread worst experi chennai ever,40.030298077333086
vijay parkarumbakkam,poor,r,39.619603785902534
guest hous,guest,friend help honest hotel peopl owner mr selva great help man henri help friend guy,71.40246343705532
kek accommod,near airport that,hotel uniqu polici expedia custom check check rule book direct get hour check polici room basic fine servic ok place simpli seen transit place,61.53480922401833
new woodland,everyth good hotel,everyth good hotel book room advanc hotel activ conduct visit hotel alon offici work dont suggest hotel internet connect provid room,85.69020281470097
treebo js five two boutiqu,,good hotel provid valu money paid room clean nice simpl nice breakfast problem bathroom wash basin leak water flow floor use basin,62.373059092856245
fabhotel priyadarshini park mount road,decent place,noth much write one night stay terribl breakfast unclean plate cup etc first room gave smell cigarett smoke fortun chang room ac ok small tacki room,58.91280530443227
taj club hous,amaz servic taj club hous,amaz went way accommod request,99.3204894897145
benzz park,one best hotel stay chennai,awesom stayon set back wifi connectionwa slow,67.97071190418599
bell hotel chennai,bell hotel,hotel room good front desk staff good difficult communic restaur staff food servic pathet also ird accept overal noth great locat good servic improv good hotel room great facil improv,73.83412846750689
dolphin park,good busi hotel spacious room,stay hotel februari busi trip chennai hotel realli good one stay room spacious clean wellmaintain necessari amen front desk staff servic good overal nice experi stay hotel,84.04297130412169
raj resid,bad experi,bad servic didnt provid blanket servic also bad didnt respond correct,35.97960651835371
savera,good,good pleas dont disturb keep ask review send mani email dont want updat dont forc us write word quit serious pleas dont forc stop use mmt app,57.44223768358774
lloyd guest hous,awesom place stay,clear hotel staff help locat good valu money overal good stay usa consul meter away ideal best place stay work usa consul overal satisfi stay,77.60591395255192
emerald manor chennai,frill stay,averag hotel lie near main road entranc bit shabbi road lead tile showroom also room ground floor near entranc must avoid much nois traffic main road truck neighbourhood lift hotel open close door servic averag decent place short frill stay,74.99742855777026
radisson chennai citi centr india,,decent decor comfort stay good food lavish buffet valu money,78.26079318810386
treebo hive,great good hotel best servic,locat hotel great room hotel nice paint proper cleanli staff hotel fast wellbehav polit restaur hotel good delici food nice park front hotel advic travel tourist stay chennai pleas prefer hive,77.89372359283485
aloft chennai omr expressway,moham saleem,good pleasant stay onward journey home state greet keep time best,86.65387322051339
raintre st mari road,nice hotel friend staff,overal good quick wifi,80.82268813872857
dee cee manor,decent hotel,good hotel facil good servic area locat marvel safeti recommend busi peopl good place stay peac atmospher got less time didnt know food varieti offer,72.20494314357278
raj park chennai,good ambianc locat,locat ambienc hotel good room clean ask room chang done need clean room alloc taken care excel hotel stay centr citi,71.21089797040393
resid chennai,definit one best hotel stay,excel stay one good hotel suggest medium cost within budget good servic respons food drink transport hotel much access time definit one best hotel stay confer room meet room good busi meet,85.85584579141587
hilton chennai,satisfi experi,good support staff clean spacious room neat classi bathroom good food ambienc q bar menu drink qualiti cost valu improv rest entir stay realli good one actual plan check,71.99341890214554
courtyard chennai india,good,one best hotel chennai ambienc good think well receiv visitor never plan travel auto chennai travel experi good hotel also provid shuttl servic also requir servic fabul love,76.52964117661278
raintre st mari road,nice hotel horribl servic,stay raintre friend facil great staff rude unaccommod two word describ attitud toward us passiv aggress told star hotel hard believ disappoint time servic facil great food overpr,46.81721997321302
mount heera,good experi,good experi hotel clean manag rude support natur breakfast pretti much good locat good back side main road cheap market valu money hotel accord hotel fare neglect thing front fare fare low,54.87541591476463
hanu reddi resid poe garden,awesom experi,awesom experi love stay facil good locat calm seren love food overal love experi love place love place love calm,88.08211954872675
fortun select palm,fantast place stay delici food,visit friend weekend chillout food hotel tasti delici especi love south indian food room littl small clean nice pool smaller one enjoy pool around hour servic staff excel job overal enjoy sunday,80.72803222847914
starciti resid,overal good accept room rent,overal rate good room servic improv room rental accept near shop area conveni transport good restaur avail near hotel complimentari breakfast provid internet connect payabl per day,73.70428276851456
mount heera,close airport,brief transit conveni,56.01893004472853
omr guest hous,prime local,hi use stay one week primari locat omr main road cleanli averag secur area stay famili reason ok manet valu thank makemytrip onlin portal reason concess,70.99073491157593
ginger hotel,budget hotel fit pocket,nice hotel perfect suit pocket food realli import thing make hotel famous nice built though mistak luxuri room air condit make cosi love hotel want visit next holiday food nice room servic upto expect,76.91668056893015
park chennai,averag hotel,pros central locat close us embassi food hotel good friend staff decent gym swim pool con poor roomsworn floor prize long wait check,70.44809165247518
savera,valu money,room neat clean busi standard room quiet spacious good buffet breakfast gap floor main door due hear outsid corridor nois vice versa may due old construct hotel gym pub realli good near embassi easi move around servic good would suggest hotel other valu money,85.26961414608348
fortun chennai,good facil room improv,stay hotel good far locat concern feel reorgan need recept area good ampl seat facil avail arriv custom pool side though small area may open custom wasnt stay must kept show piec rather allow user ie guest besid servic food good,74.91534467336601
savera,bad experi,hotel look pretti decent outsid howev hallway smelli dirti room smell stuff bathroom clean felt suffoc valu money servic good peopl nice strong feel could maintain much better,42.851800390950885
treebo grand marena,good hotel stay good rom,stay hotel day good warm welcom front offic room clean wooden floor centralis ac quick respons staff food fantast north indian especi morn breakfast good would come back,71.89465582600157
e hotel,world class hotel near shop,amaz friend servic conveni locat would recommend high,99.14143741476393
resid tower,,nice hotel good locat howev sad part hour check check polici applic book made hotelscom said valid book direct hotel,69.50006449577408
resid tower,one best hotel stay ever,excel hotel great valu money great staff stay night henc initi offer complimentari breakfast day check third day breakfast hour henc gracious enough offer free breakfast famili run us free,80.66762278565645
radisson blu grt chennai,nice accommod excel hospit,excel experi start pickup airport drop airport pre allot room precomput registr hand key inform car give excel feel nice spread menu breakfast dinner well made room servic,86.10531708959358
raj park chennai,qualiti food good,best part locat thing averag servic restaur good bar good laundri servic good time qualiti food good staff smart understand languag poor hotel good,71.24891934740721
park hyatt,awesom experi pleasant stay,pleasant stay excel experi great ambienc courteous staff hotel cater custom need round clock room good ensur stay futur recommend friend keep good work thank hyatt certain good valu money kudo,86.83573534816135
itc grand chola,quiet nice nestl structur,quiet nice nestl structur spite huge properti effici manag nice quiet room open bathroom separ enclosur shower commod food averag,85.01795116015819
fabhotel blossom nagar,averag hotel experi room small,good hotel visit offici purpos servic averag room size got small congest may room big sure econom hotel good stay famili less averag charg food averag get complimentari breakfast bad otherwis hotel good,44.06696924134593
chennai palac,,ordinari hotel stay hour ok food facil otherwis recommend,73.49684696725109
fabhotel priyadarshini park mount road,nice stay,nice stay hotel locat hotel near citi staff also oper manag hotel tottali good face problem hotel relat servic food anyth valu money come citi stay,65.23882356727647
planet mount,decent stay,stay day price paid decent good help staff cleam room bathroom food good locat good arteri road chennai anna salai easi mode transport decent stay,66.9059827573342
radha regent,jnkjbkbkbkbkbkbkjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj,cvpisfivfsgfofgfogfaomfmgoimfdogfdogfdojgofjdgjfajgfisjgmfvkmfkdmvfmgifmgiofamvmfvmlfmvofmvofmvofvmfmvofmvmfmvfmvmfmlifmgmflgfgagfkgksfdkglkflgkskglaskglskgksgkskagskgskgksdfkkdskfdskfkdskfdlskfldksfkdsfkdskfkdskfsdkfdaskfkdsfkdslkfdskf,71.0709634278466
marsan lodg,valu money,good hote would definit refer friend get back herestaff friendlyit valu pay,82.1950404453196
rivera,superb stay,superb place stay guy worth buck room servic etc outstand hrs food facil cant imagin nice place complimentari breakfast cool outstand nice place cheap cost worth money,81.28554644781963
park hyatt,awesom experi pleasant stay,pleasant stay excel experi great ambienc courteous staff hotel cater custom need round clock room good ensur stay futur recommend friend keep good work thank hyatt certain good valu money kudo,86.83573534816135
lotus servic apart,,oktoo small bed size,56.48977473005697
sheraton park hotel tower,convers much,visit hotel alon offici trip,75.40117290690827
park avenu,clean comfort stay,reach hotel allow us earli check free upgrad due non avail classic roomroom well maintain clean linencheck smooth staff good polit,83.55725237413358
kek accommod,decent hotel high price,bad,47.86893823353155
mgm eastwood,good place stay famili,realli good place stay famili staff realli nice good food best place stay relax play game great experi eastwood guy look afford one kind visit eastwood youll get nice servic,83.36235498011047
lemon tree chennai,date,date router outsid front room back poor internet food sub standard age heavi usag take toll need major renov keep us chain,62.46977172608027
victoria,hotel good locat,good locat valu money paid limit buffet break fast hot water avail morn time,74.83961106977817
park chennai,dirti room,soon enter room first thought touch anyth dirti room wors cheap motel room wouldnt want get close bed definit hotel mention expedia close us consul room bad would rather travel minut stay,60.14334585923052
raj palac sundar,normal,bad,45.88460394693146
fabhotel priyadarshini park mount road,old room need renov,room maintain old room bed mattress need replac maintain subsequ visit guest stay requir space room also less,64.46780919710885
oyo room chennai intern airport road,hotel excel locat,locat properti excel room may appeal,80.69637890727927
raintre st mari road,love,great locat airport transport breakfast bounti room clean spacious mini bar coffe maker hair dryer roof top pool resteraunt bar amaz daili happi hour ac wifi,99.99406975046607
lemon tree chennai,averag stay averag food,doubt hotel locat quiet prime locat busi travel dont think valu money given room size staff pleasant deal food varieti also averag facil like spa busi travel also wish relax long day,72.05814819213425
victoria,stay hotel victoria chennai,hotel good howev kitchen get close pm sowhen request food dinner pm refus,66.94943171614216
royal star,hotel review,ac proper work staff adequ enough manag guest wifi poor connect wall ac old proper maintain must improv immedi,53.363564726811354
fabhotel priyadarshini park mount road,good stay reason rate,ideal locat averag hotel cleanli averag small room good breakfast situat mount road access citi area behaviour front offic staff good recommend travel stay reason rent,67.1898143277442
gemini inn,good stay,nearer us consul good food breakfast hot water facil bath wifi avail lobbi heavi traffic near hotel well known place chennai auto driver charg around rs railway station,65.51977431466332
checker,good,stay good butin bathroom water come back coffe kettl,62.54911185906751
sakthi grand,perfect parti gettogeth noisefre,excel servic earth peopl hotel offer homemad food order place kept neat tidi lot greeneri around anyon want conduct seminar parti hall make use place perfect pollut absolut nois free,71.7738954809563
treebo hive,good hotel stay profession staff,one best hotel chennai locat perfect room good wall well paint also furnitur best offer hotel almost everyth good hotel staff also profession toward duti realli enjoy day day best import markabl day life,81.78301758845896
taj club hous,close shop centr nice quiet,servic mind staff attend resid requir profession courteous manner buffet breakfast excel varieti suit western indian tri vegetarian curri nan bread beyond indus restaur number occas must admit qualiti fresh superb,90.75756710879061
leela palac,peopl serv,right entri hotel everi detail peopl serv smile much patienc love everi minut stay breakfast spread awesom peopl restaur kind proactiv serv us thank wonder stay,87.58066840544302
raj park chennai,fine stay,nice enjoy stay raj park amaz,87.86828998504029
novotel chennai sipcot,middl comfort,two night way good purpos much els say,64.88147171816341
royal star,best hotel servic hotel excel quick,visit chennai month februari stay hotel hotel locat good easili one find hotel servic hotel excel quick room neat clean welldesign basic amen like bed tv ac good condit bathroom good elev hotel restaur facil good varieti food item,77.7297344502804
lemon tree chennai,reason place long way go,ask non smoke room get one ac work otherwis good locat clean bed towel,60.13406345739139
trident chennai,excel hotel,good friend staff take good care excel servic wish atleast one restaur add choic although cannot complain food good,84.97129690453457
fabhotel priyadarshini park mount road,decent place,noth much write one night stay terribl breakfast unclean plate cup etc first room gave smell cigarett smoke fortun chang room ac ok small tacki room,58.91280530443227
hotel kensington,good,home stuff good beheab think profession singl room necessari locat beauti besid hotel sathyabama univers submit son univers visit mohabalipurom golden beach place,74.74401214260165
resid tower,good hotel nice locat,good hotel nice locat staff support took great care pub nice ambienc awesom would strong suggest hotel busi travel situat heart citi main market area,86.32223379380491
ngh transit,suitabl transit stay,nice front offic managementgreat concierg servicesnearbi airport,71.1132033607809
ammu palac,ok,find valu moneyand bathroom congest stand use util there wifi complimentari avail didnt work,64.03257811394445
taj coromandel,good hospit,staff made us feel home alway greet littl surpris like goodi child soveniour wife room servic cleanli top qualiti also great din experi southern spice,76.05785403763387
hotel grand resid porur,good hotel,book via makemytripvalu money area,70.04638038300828
accord metropolitan,pleasant stay,nice hotel good amen nice room facil good servic decent breakfast spread valu money situat prime place easi connect easi locat good famili group busi purpos comfort stay,86.00945965252134
fabhotel blossom nagar,good hotel food need improv,stay day th st march nestl compani meet servic good room attach big hall seen hotel realli differ famili stay feel like home need improv food qualiti quantiti overal experi good,70.07537956033944
accord metropolitan,conveni awesom,awesom hotel need amen luxuri friend staff great food,98.9466544569256
pratap plaza,,stay hour catch flight room bit run updat facil,65.19013643637822
lloyd guest hous us consul,okay,close busi place,66.71961474423988
thaj guest hous,dash locat great view,taj guest hous situat perfect locat near beach view awesom room bit small proper clean staff help food yummi basic amen provid overal descent stay great locat,78.81302687489304
surya prakesh,overal good stay,purpos visit chennai attend convoc cousin finish convoc came hotel pre book cousin strateg locat get go easili even theater good soon got got good sleep bed servic good advic travel stay get bore citi watch movi get good sleep servic,76.68418158515588
lemon tree chennai,good room servic,room size small big see photo servic good overal qualiti food bar restaur great could improv qualiti food also even reduc rate,71.49108745114822
le park inn,bad choic,state room balconi given without balconi state inch tv given inch tv one set bath n hand towel given guest front desk didnt basic courtesi wifi work,34.077925767237524
sangeetha resid,superb hotel good servic,like love nice room clean neat room good servant stay mani time hotel love qualiti food water etc may fantast hotel etc amaz hotel favourit hotel,80.49211589276386
lemon tree chennai,good hotel,hotel good food cost high,85.41765545186286
royal regenc,comfort,hotel room bit run staff food realli good definit consid there anoth trip,77.25445500267523
atchaya,poor servic cleanli maintain,reach place around see person recept final someon came greet us took room area upto room poor lit room bed sheet dirti ask replac housekeep staff didnt knock door door close lock enter room without ask towel clean hot water bathroom toilet paper,44.42883602235963
savera,wonder stay savera,realli hard believ k hand easili get room star hotel complimentari breakfast thank makemytrip yeah stay realli worth everi penni spent cheer,84.41017668051279
savera,awesom stay,great stay savera hotel offici trip chennai locat heart citi star hospit could expect porter nice room delici food commend room servic lot option breakfast sure recommend dear one,96.75951286904798
pearl intern,excel stay excel locat,enjoy stay hotel everyth perfect complet satisfact room spacious clean breakfast ok varieti need look excel locat close chennai central railway station,85.78121020464901
emarald,,good servic good breakfast,71.07049255882471
fabhotel priyadarshini park mount road,convers much,radisson hotel delhi,72.68956386082137
park chennai,averag hotel,pros central locat close us embassi food hotel good friend staff decent gym swim pool con poor roomsworn floor prize long wait check,70.44809165247518
sheraton park hotel tower,nice hotel,enthusiast staff bit intrus nice restaur dakshin great experi in bathroom shower water tend flow enclosur end flood rest bathroom floor great locat potenti nice hotel,78.9231601000595
mapl tree,budget hotel,came spend good time girlfriend complet unexpect visit respons staff quit good budget place visit holiday girl need bring anyth along even toilet accessori provid,76.519446507771
suriya intern,good stay,econom worth locat wise valu wise realli good custom like get mmt discount frequent visit get mmt discount henc plan chang hotel,72.18277840315021
taj coromandel,great hotel,nice hotel excel help staff pleasant stay,96.91646787640342
taj club hous,taj clubhous novemb,hotel staff friend courteous room nice size clean restaur roof mediterranean cuisin fabul veri nice hotel stay busi chennai,93.47012209366278
itc grand chola,royal stay experi,royal stay experi slight overpr certain get pay recept staff nice big lobbi varieti restaur like madra cafe peshawar italan food high secur room marvel control ipad chang channel light ac door manag door camera order food ipad room good food excel nice varieti spirit amaz experi,86.03705832030128
turyaa chennai,excel stay excel hotel,first stay newli open turyaa chennai welcom excel hotel awesom staff everyon strive give great servic breakfast buffet delici would stay hope standard maintain,99.26311468401889
green meadow,perfect place love one,ok worth money awesom locat near beach food cost want date perfect place love one better servic regard food order naan got paratha silli thing bill mention naan,69.04304816347593
park chennai,conveni stay,wifi need improv,79.10250219611345
hotel grand resid porur,good,transit night,63.44844245053722
royal star,nice stay,stay nice front offic receiv well staff courteous breakfast nice hotel recommend near central station travel desk help conveni go around citi,86.6662230314614
taj coromandel,good hotel,good hotel good destinationfacil hotel good manit hotel good food servic good locat hotel look good also front look good appreci keep good work contiunu,67.18270468446507
maurya intern,hotel mourya intern,describ hotel facil room condit fair would say sinc room size bathoom size toiletri provid wifi tv channel etc come categorey good sorri,52.888699207856035
annsun boutiqu,cool locationbut still chang magic,stay busi visit stay comfort locat isol admit busi citi howev would recommend carri bath product qualiti towel provid good besid food home ambianc cool easili access famous tourist destin middl citi,73.53248920083139
radisson chennai citi centr india,great servic,fantast servic staff everi touch point friend help especi stuck chennai due flood notwithstand hotel run full occup cannot imagin stay anoth hotel time realli taken good care us,96.73893576478085
le royal mridien chennai,prakaasha,appear good staff cooper good food need improv lot room servic improv problem tv mainten depart could attend time happi qualiti servic front desk also need improv,67.14490582362293
royal plaza,awesom servic hospit,servic realli good didnt expect room size much bigger room neat clean breakfast good spot dosa omelet includ complimentari breakfast realli unexpect enjoy stay recommend friend colleagu,84.55132099192448
key hotel kattima,good,hotel good room conveni healthi breakfast provid especi mint dip water neat ambienc well behav staff member room spacious easi access main centr locat residenti area area good overal good,75.54779753661794
park chennai,nice locat spacious room,room spacious mainten bad crack wall water seepag hotel manag need spruce valu money locat great though central locat heart citi,72.99830195393206
raintre,nice comfort hotel good servic,second visit enjoy stay much definit stay raintre chennai next,100.19716623484311
